v,Feature importance based on training set,Feature importance based on test set,Subtypes,colors,x,y,Bit Substructure,Proportion in PICT,Proportion in TICT
PubChemFP642,7.07E-05,-4.23E-05,PubChemFP,#8a00ff,4,23,O-C-C-C=O,0.146341463,0.070450098
PubChemFP692,0.000494356,1.05E-05,PubChemFP,#8a00ff,5,23,O=C-C-C-C-C-C,0.550135501,0.334637965
PubChemFP579,0.000523349,0.000121058,PubChemFP,#8a00ff,6,23,O=C-C-C-C,0.558265583,0.356164384
PubChemFP866,0,0,PubChemFP,#8a00ff,7,23,OC1C(O)CCC1,0,0
PubChemFP861,0,0,PubChemFP,#8a00ff,8,23,CC1C(O)CCC1,0,0
PubChemFP854,0,0,PubChemFP,#8a00ff,9,23,NC1CC(N)CC1,0,0
PubChemFP151,0,0,PubChemFP,#8a00ff,10,23,>= 2 saturated or aromatic carbon-only ring size 5,0,0
PubChemFP159,1.50E-05,-3.86E-05,PubChemFP,#8a00ff,11,23,>= 3 saturated or aromatic nitrogen-containing ring size 5,0.005420054,0.005870841
PubChemFP171,3.45E-06,2.08E-05,PubChemFP,#8a00ff,12,23,>= 5 any ring size 5,0,0.003913894
PubChemFP28,-1.60E-06,0,PubChemFP,#8a00ff,13,23,>= 1 Si,0,0.005870841
MACCSFP20,5.09E-06,0,MACCSFP,#00d3ff,14,23,"('[#14]', 0)",0,0.005870841
PubChemFP369,7.45E-06,0,PubChemFP,#8a00ff,15,23,C(~H)(~Si),0,0.005870841
PubChemFP291,7.94E-06,0,PubChemFP,#8a00ff,16,23,C-Si,0,0.005870841
PubChemFP234,0,0,PubChemFP,#8a00ff,17,23,>= 2 any ring size 8,0,0
PubChemFP243,0,0,PubChemFP,#8a00ff,18,23,>= 1 saturated or aromatic nitrogen-containing ring size 9,0,0
PubChemFP244,0,0,PubChemFP,#8a00ff,19,23,>= 1 saturated or aromatic heteroatom-containing ring size 9,0,0
PubChemFP242,0,0,PubChemFP,#8a00ff,20,23,>= 1 saturated or aromatic carbon-only ring size 9,0,0
PubChemFP711,0.00016387,1.42E-05,PubChemFP,#8a00ff,21,23,C-C(C)(C)-C-C,0.08401084,0.101761252
PharmacoErGFP180,0.000170115,7.29E-05,PharmacoErGFP,#005dff,22,23,"('Acceptor', 'Negative', 13)",0.086720867,0.105675147
PharmacoErGFP381,0.000300484,0.000176337,PharmacoErGFP,#005dff,23,23,"('Hydrophobic', 'Hydrophobic', 4)",0.132791328,0.178082192
PharmacoErGFP383,0.000223417,0.000223843,PharmacoErGFP,#005dff,24,23,"('Hydrophobic', 'Hydrophobic', 6)",0.111111111,0.154598826
PharmacoErGFP265,2.57E-05,3.35E-05,PharmacoErGFP,#005dff,25,23,"('Positive', 'Negative', 14)",0.016260163,0.025440313
PharmacoErGFP367,2.72E-05,-2.25E-06,PharmacoErGFP,#005dff,26,23,"('Negative', 'Aromatic', 11)",0.010840108,0.021526419
PharmacoErGFP268,2.48E-05,1.26E-05,PharmacoErGFP,#005dff,27,23,"('Positive', 'Negative', 17)",0.008130081,0.019569472
PharmacoErGFP270,9.29E-06,5.08E-05,PharmacoErGFP,#005dff,28,23,"('Positive', 'Negative', 19)",0.002710027,0.019569472
PharmacoErGFP355,0,4.98E-05,PharmacoErGFP,#005dff,29,23,"('Negative', 'Hydrophobic', 20)",0,0.001956947
PharmacoErGFP316,0,0,PharmacoErGFP,#005dff,30,23,"('Negative', 'Negative', 2)",0,0
PharmacoErGFP314,1.58E-06,0,PharmacoErGFP,#005dff,31,23,"('Positive', 'Aromatic', 21)",0.002710027,0.003913894
PharmacoErGFP172,3.53E-06,-3.94E-05,PharmacoErGFP,#005dff,32,23,"('Acceptor', 'Negative', 5)",0.005420054,0.003913894
PharmacoErGFP309,0,0,PharmacoErGFP,#005dff,33,23,"('Positive', 'Aromatic', 16)",0,0
PharmacoErGFP70,1.24E-07,-4.81E-08,PharmacoErGFP,#005dff,34,23,"('Donor', 'Negative', 8)",0.005420054,0
PharmacoErGFP308,0,0,PharmacoErGFP,#005dff,35,23,"('Positive', 'Aromatic', 15)",0,0
PubChemFP742,6.12E-05,-8.39E-05,PubChemFP,#8a00ff,0,24,Oc1cc(N)ccc1,0.146341463,0.13111546
PubChemFP641,0.000308899,0.000174556,PubChemFP,#8a00ff,1,24,O-C-C-C=C,0.558265583,0.401174168
PubChemFP700,3.48E-05,-6.18E-05,PubChemFP,#8a00ff,2,24,O-C-C-C-C-C-O-C,0.116531165,0.037181996
PubChemFP639,4.18E-05,-1.44E-05,PubChemFP,#8a00ff,3,24,O-C-C-C-O,0.116531165,0.045009785
PubChemFP588,0.000108524,-1.53E-05,PubChemFP,#8a00ff,4,24,O=C-C-C=O,0.105691057,0.037181996
PubChemFP581,4.21E-05,-5.48E-06,PubChemFP,#8a00ff,5,24,O=C-C-C-O,0.146341463,0.070450098
PubChemFP845,0,0,PubChemFP,#8a00ff,6,24,OC1CC(O)CC1,0,0
PubChemFP840,0,0,PubChemFP,#8a00ff,7,24,CC1CC(O)CC1,0,0
PubChemFP863,0,0,PubChemFP,#8a00ff,8,24,CC1C(N)CCC1,0,0
PubChemFP839,2.11E-05,-2.76E-05,PubChemFP,#8a00ff,9,24,CC1CC(C)CC1,0.024390244,0.02739726
PubChemFP166,0,0,PubChemFP,#8a00ff,10,24,>= 4 saturated or aromatic nitrogen-containing ring size 5,0,0
PubChemFP167,3.65E-08,2.77E-05,PubChemFP,#8a00ff,11,24,>= 4 saturated or aromatic heteroatom-containing ring size 5,0,0.005870841
PubChemFP174,0,0,PubChemFP,#8a00ff,12,24,>= 5 saturated or aromatic heteroatom-containing ring size 5,0,0
PubChemFP320,0,0,PubChemFP,#8a00ff,13,24,Si-H,0,0
PubChemFP354,1.73E-06,0,PubChemFP,#8a00ff,14,24,C(~C)(~Si),0,0.005870841
PubChemFP303,0,0,PubChemFP,#8a00ff,15,24,N-Si,0,0
PubChemFP313,0,0,PubChemFP,#8a00ff,16,24,O-Si,0,0
PubChemFP228,0,0,PubChemFP,#8a00ff,17,24,>= 1 saturated or aromatic carbon-only ring size 8,0,0
PubChemFP230,0,0,PubChemFP,#8a00ff,18,24,>= 1 saturated or aromatic heteroatom-containing ring size 8,0,0
PubChemFP92,0,0,PubChemFP,#8a00ff,19,24,>= 1 Ir,0,0
PubChemFP74,0,0,PubChemFP,#8a00ff,20,24,>= 1 Ru,0,0
PubChemFP336,3.55E-06,0,PubChemFP,#8a00ff,21,24,C(~C)(~C)(~C)(~N),0.002710027,0.001956947
PharmacoErGFP261,8.82E-05,9.28E-05,PharmacoErGFP,#005dff,22,24,"('Positive', 'Negative', 10)",0.043360434,0.080234834
PharmacoErGFP81,1.65E-05,1.56E-05,PharmacoErGFP,#005dff,23,24,"('Donor', 'Negative', 19)",0.01897019,0.011741683
PharmacoErGFP264,1.25E-05,-4.07E-06,PharmacoErGFP,#005dff,24,24,"('Positive', 'Negative', 13)",0.016260163,0.019569472
PharmacoErGFP266,3.31E-05,-4.45E-06,PharmacoErGFP,#005dff,25,24,"('Positive', 'Negative', 15)",0.016260163,0.025440313
PharmacoErGFP188,0.000161382,0.000104005,PharmacoErGFP,#005dff,26,24,"('Acceptor', 'Negative', 21)",0.094850949,0.11741683
PharmacoErGFP269,2.24E-05,7.58E-06,PharmacoErGFP,#005dff,27,24,"('Positive', 'Negative', 18)",0.008130081,0.017612524
PharmacoErGFP91,7.20E-06,0,PharmacoErGFP,#005dff,28,24,"('Donor', 'Hydrophobic', 8)",0.002710027,0.005870841
PharmacoErGFP354,0,-1.51E-05,PharmacoErGFP,#005dff,29,24,"('Negative', 'Hydrophobic', 19)",0,0.001956947
PharmacoErGFP353,3.14E-06,2.55E-05,PharmacoErGFP,#005dff,30,24,"('Negative', 'Hydrophobic', 18)",0.005420054,0.003913894
PharmacoErGFP173,7.39E-06,-2.86E-05,PharmacoErGFP,#005dff,31,24,"('Acceptor', 'Negative', 6)",0.010840108,0.003913894
PharmacoErGFP171,8.40E-07,4.47E-06,PharmacoErGFP,#005dff,32,24,"('Acceptor', 'Negative', 4)",0.008130081,0.003913894
PharmacoErGFP69,4.20E-06,-4.84E-07,PharmacoErGFP,#005dff,33,24,"('Donor', 'Negative', 7)",0.016260163,0
PharmacoErGFP307,0,0,PharmacoErGFP,#005dff,34,24,"('Positive', 'Aromatic', 14)",0,0
PharmacoErGFP306,0,0,PharmacoErGFP,#005dff,35,24,"('Positive', 'Aromatic', 13)",0,0
PubChemFP703,6.51E-05,-7.95E-05,PubChemFP,#8a00ff,0,25,O-C-C-C-C-C(N)-C,0.208672087,0.178082192
PubChemFP702,0.000100809,-8.32E-06,PubChemFP,#8a00ff,1,25,O-C-C-C-C-C-N-C,0.211382114,0.180039139
PubChemFP740,3.92E-05,4.04E-05,PubChemFP,#8a00ff,2,25,Oc1cc(O)ccc1,0.100271003,0.023483366
PubChemFP803,2.86E-05,2.41E-05,PubChemFP,#8a00ff,3,25,OC1CC(O)CCC1,0.100271003,0.023483366
PubChemFP625,4.75E-05,3.59E-05,PubChemFP,#8a00ff,4,25,O=C-C:C-O,0.135501355,0.058708415
PubChemFP433,0,0,PubChemFP,#8a00ff,5,25,C(-C)(-Cl)(=O),0,0
PubChemFP847,0,0,PubChemFP,#8a00ff,6,25,OC1CC(N)CC1,0,0
PubChemFP868,0,0,PubChemFP,#8a00ff,7,25,OC1C(N)CCC1,0,0
PubChemFP842,0,0,PubChemFP,#8a00ff,8,25,CC1CC(N)CC1,0,0
PubChemFP860,5.26E-05,7.67E-05,PubChemFP,#8a00ff,9,25,CC1C(C)CCC1,0.054200542,0.035225049
PubChemFP147,3.84E-06,0,PubChemFP,#8a00ff,10,25,>= 1 unsaturated non-aromatic carbon-only ring size 5,0,0.003913894
PubChemFP172,0,0,PubChemFP,#8a00ff,11,25,>= 5 saturated or aromatic carbon-only ring size 5,0,0
PubChemFP173,0,0,PubChemFP,#8a00ff,12,25,>= 5 saturated or aromatic nitrogen-containing ring size 5,0,0
PubChemFP71,0,0,PubChemFP,#8a00ff,13,25,>= 1 Zr,0,0
PubChemFP415,2.39E-06,0,PubChemFP,#8a00ff,14,25,Si(~C)(~C),0,0.005870841
MACCSFP30,3.56E-05,0,MACCSFP,#00d3ff,15,25,"('[#6]~[!#6;!#1](~[#6])(~[#6])~*', 0)",0.002710027,0.015655577
MACCSFP7,0,0,MACCSFP,#00d3ff,16,25,"('[V,Cr,Mn,Nb,Mo,Tc,Ta,W,Re]', 0)",0,0
MACCSFP12,0,3.23E-05,MACCSFP,#00d3ff,17,25,"('[Cu,Zn,Ag,Cd,Au,Hg]', 0)",0,0.001956947
PubChemFP60,0,0,PubChemFP,#8a00ff,18,25,>= 1 Ni,0,0
MACCSFP9,0,0,MACCSFP,#00d3ff,19,25,"('[Fe,Co,Ni,Ru,Rh,Pd,Os,Ir,Pt]', 0)",0,0
PubChemFP424,0,0,PubChemFP,#8a00ff,20,25,N=P,0,0
PharmacoErGFP262,4.96E-05,3.11E-05,PharmacoErGFP,#005dff,21,25,"('Positive', 'Negative', 11)",0.029810298,0.056751468
PharmacoErGFP260,9.29E-05,7.18E-05,PharmacoErGFP,#005dff,22,25,"('Positive', 'Negative', 9)",0.043360434,0.080234834
PharmacoErGFP82,1.82E-05,-6.10E-05,PharmacoErGFP,#005dff,23,25,"('Donor', 'Negative', 20)",0.01897019,0.007827789
PharmacoErGFP84,2.01E-05,1.65E-05,PharmacoErGFP,#005dff,24,25,"('Donor', 'Hydrophobic', 1)",0.027100271,0.017612524
PharmacoErGFP87,5.03E-05,7.20E-05,PharmacoErGFP,#005dff,25,25,"('Donor', 'Hydrophobic', 4)",0.043360434,0.02739726
PharmacoErGFP189,0.000102552,-9.25E-06,PharmacoErGFP,#005dff,26,25,"('Acceptor', 'Hydrophobic', 1)",0.056910569,0.091976517
PharmacoErGFP90,8.83E-06,0,PharmacoErGFP,#005dff,27,25,"('Donor', 'Hydrophobic', 7)",0.016260163,0.009784736
PharmacoErGFP272,2.99E-06,2.33E-05,PharmacoErGFP,#005dff,28,25,"('Positive', 'Negative', 21)",0.002710027,0.011741683
PharmacoErGFP93,4.71E-07,0,PharmacoErGFP,#005dff,29,25,"('Donor', 'Hydrophobic', 10)",0.002710027,0.003913894
PharmacoErGFP352,1.99E-06,1.25E-06,PharmacoErGFP,#005dff,30,25,"('Negative', 'Hydrophobic', 17)",0.008130081,0.003913894
PharmacoErGFP351,6.78E-06,-1.06E-05,PharmacoErGFP,#005dff,31,25,"('Negative', 'Hydrophobic', 16)",0.013550136,0.007827789
PharmacoErGFP170,7.14E-06,4.61E-06,PharmacoErGFP,#005dff,32,25,"('Acceptor', 'Negative', 3)",0.021680217,0.001956947
PharmacoErGFP68,8.39E-06,1.59E-05,PharmacoErGFP,#005dff,33,25,"('Donor', 'Negative', 6)",0.01897019,0.007827789
PharmacoErGFP248,1.96E-06,0,PharmacoErGFP,#005dff,34,25,"('Positive', 'Positive', 18)",0.008130081,0
PharmacoErGFP305,0,0,PharmacoErGFP,#005dff,35,25,"('Positive', 'Aromatic', 12)",0,0
PubChemFP652,7.45E-05,1.22E-05,PubChemFP,#8a00ff,0,26,O-C:C:C-N,0.154471545,0.133072407
PubChemFP638,7.42E-05,3.64E-05,PubChemFP,#8a00ff,1,26,O-C-C-C-N,0.214092141,0.162426614
PubChemFP653,2.99E-05,3.76E-05,PubChemFP,#8a00ff,2,26,O-C:C:C-O,0.100271003,0.025440313
PubChemFP575,6.55E-05,2.32E-05,PubChemFP,#8a00ff,3,26,O-C-C:C-O,0.116531165,0.035225049
PubChemFP444,1.59E-06,0,PubChemFP,#8a00ff,4,26,C(-Cl)(=O),0.002710027,0
PubChemFP343,0,-4.34E-05,PubChemFP,#8a00ff,5,26,C(~C)(~Cl)(~H),0,0.001956947
PubChemFP773,0,0,PubChemFP,#8a00ff,6,26,Clc1c(Cl)cccc1,0,0
PubChemFP526,0,0,PubChemFP,#8a00ff,7,26,Cl-C:C-Cl,0,0
PubChemFP862,0,0,PubChemFP,#8a00ff,8,26,CC1C(S)CCC1,0,0
PubChemFP851,0,0,PubChemFP,#8a00ff,9,26,SC1CC(N)CC1,0,0
PubChemFP841,0,0,PubChemFP,#8a00ff,10,26,CC1CC(S)CC1,0,0
PubChemFP158,0,0,PubChemFP,#8a00ff,11,26,>= 3 saturated or aromatic carbon-only ring size 5,0,0
PubChemFP165,0,0,PubChemFP,#8a00ff,12,26,>= 4 saturated or aromatic carbon-only ring size 5,0,0
MACCSFP5,0,0,MACCSFP,#00d3ff,13,26,"('[Sc,Ti,Y,Zr,Hf]', 0)",0,0
PubChemFP70,0,0,PubChemFP,#8a00ff,14,26,>= 1 Y,0,0
PubChemFP62,0,0,PubChemFP,#8a00ff,15,26,>= 1 Zn,0,0
PubChemFP61,0,0,PubChemFP,#8a00ff,16,26,>= 1 Cu,0,0
MACCSFP166,0,0,MACCSFP,#00d3ff,17,26,"('?', 0)",0,0
PubChemFP58,0,0,PubChemFP,#8a00ff,18,26,>= 1 Fe,0,0
PubChemFP93,0,0,PubChemFP,#8a00ff,19,26,>= 1 Pt,0,0
PubChemFP410,3.16E-06,0,PubChemFP,#8a00ff,20,26,P(~C)(~C),0,0.009784736
PubChemFP32,0,0,PubChemFP,#8a00ff,21,26,>= 4 P,0,0
PharmacoErGFP80,1.85E-05,0,PharmacoErGFP,#005dff,22,26,"('Donor', 'Negative', 18)",0.013550136,0.007827789
PharmacoErGFP263,8.11E-06,-2.85E-05,PharmacoErGFP,#005dff,23,26,"('Positive', 'Negative', 12)",0.013550136,0.009784736
PharmacoErGFP86,5.76E-05,3.98E-05,PharmacoErGFP,#005dff,24,26,"('Donor', 'Hydrophobic', 3)",0.048780488,0.033268102
PharmacoErGFP267,2.17E-05,-3.47E-06,PharmacoErGFP,#005dff,25,26,"('Positive', 'Negative', 16)",0.016260163,0.025440313
PharmacoErGFP190,3.88E-05,1.09E-06,PharmacoErGFP,#005dff,26,26,"('Acceptor', 'Hydrophobic', 2)",0.029810298,0.054794521
PharmacoErGFP271,6.48E-06,1.27E-05,PharmacoErGFP,#005dff,27,26,"('Positive', 'Negative', 20)",0.002710027,0.017612524
PharmacoErGFP92,3.85E-06,0,PharmacoErGFP,#005dff,28,26,"('Donor', 'Hydrophobic', 9)",0.002710027,0.001956947
PharmacoErGFP333,-1.15E-06,0,PharmacoErGFP,#005dff,29,26,"('Negative', 'Negative', 19)",0.002710027,0
PharmacoErGFP331,2.76E-06,0,PharmacoErGFP,#005dff,30,26,"('Negative', 'Negative', 17)",0.002710027,0
PharmacoErGFP350,9.70E-06,-3.90E-05,PharmacoErGFP,#005dff,31,26,"('Negative', 'Hydrophobic', 15)",0.010840108,0.011741683
PharmacoErGFP169,1.56E-06,-1.21E-06,PharmacoErGFP,#005dff,32,26,"('Acceptor', 'Negative', 2)",0.035230352,0.005870841
PharmacoErGFP67,5.91E-06,9.71E-06,PharmacoErGFP,#005dff,33,26,"('Donor', 'Negative', 5)",0.021680217,0.011741683
PharmacoErGFP247,8.16E-06,0,PharmacoErGFP,#005dff,34,26,"('Positive', 'Positive', 17)",0.013550136,0.007827789
PharmacoErGFP304,0,0,PharmacoErGFP,#005dff,35,26,"('Positive', 'Aromatic', 11)",0.002710027,0
PubChemFP691,9.13E-05,-3.66E-05,PubChemFP,#8a00ff,0,27,O-C-C-C-C-C-N,0.243902439,0.197651663
PubChemFP551,0,0,PubChemFP,#8a00ff,1,27,Cl-C-C-O,0,0
PubChemFP738,0,0,PubChemFP,#8a00ff,2,27,Cc1cc(Cl)ccc1,0,0
PubChemFP780,3.54E-06,0,PubChemFP,#8a00ff,3,27,CC1CCC(Cl)CC1,0,0.001956947
PubChemFP717,1.47E-06,0,PubChemFP,#8a00ff,4,27,Cc1ccc(Cl)cc1,0,0.001956947
PubChemFP834,0,0,PubChemFP,#8a00ff,5,27,NC1C(Cl)CCCC1,0,0
PubChemFP609,0,0,PubChemFP,#8a00ff,6,27,Cl-C-C-N-C,0,0.001956947
PubChemFP836,0,0,PubChemFP,#8a00ff,7,27,ClC1C(Cl)CCCC1,0,0
PubChemFP529,0,0,PubChemFP,#8a00ff,8,27,Cl-C-C-Cl,0,0
PubChemFP864,0,0,PubChemFP,#8a00ff,9,27,CC1C(Cl)CCC1,0,0
PubChemFP872,0,0,PubChemFP,#8a00ff,10,27,SC1C(N)CCC1,0,0
PubChemFP154,0,0,PubChemFP,#8a00ff,11,27,>= 2 unsaturated non-aromatic carbon-only ring size 5,0,0
PubChemFP54,0,0,PubChemFP,#8a00ff,12,27,>= 1 Ti,0,0
PubChemFP274,1.98E-05,-1.32E-05,PubChemFP,#8a00ff,13,27,B-C,0.005420054,0.04109589
PubChemFP277,8.42E-05,1.34E-05,PubChemFP,#8a00ff,14,27,B-F,0.054200542,0.072407045
MACCSFP18,8.91E-05,2.25E-05,MACCSFP,#00d3ff,15,27,"('[#5,#13,#31,#49,#81]', 0)",0.054200542,0.109589041
MACCSFP31,6.67E-05,-2.36E-05,MACCSFP,#00d3ff,16,27,"('[!#6;!#1]~[F,Cl,Br,I]', 0)",0.054200542,0.072407045
MACCSFP44,9.46E-05,-6.12E-06,MACCSFP,#00d3ff,17,27,"('[!#1;!#6;!#7;!#8;!#9;!#14;!#15;!#16;!#17;!#35;!#53]', 0)",0.062330623,0.115459883
PubChemFP4,0,0,PubChemFP,#8a00ff,18,27,>= 1 Li,0,0
PubChemFP323,0,0,PubChemFP,#8a00ff,19,27,P-H,0,0
PubChemFP31,0,0,PubChemFP,#8a00ff,20,27,>= 2 P,0,0
PubChemFP292,4.76E-06,0,PubChemFP,#8a00ff,21,27,C-P,0,0.009784736
PubChemFP304,0,0,PubChemFP,#8a00ff,22,27,N-P,0,0
PharmacoErGFP83,1.40E-05,-7.75E-05,PharmacoErGFP,#005dff,23,27,"('Donor', 'Negative', 21)",0.013550136,0.011741683
PharmacoErGFP387,0.000124389,3.30E-05,PharmacoErGFP,#005dff,24,27,"('Hydrophobic', 'Hydrophobic', 10)",0.06504065,0.135029354
PharmacoErGFP388,9.54E-05,0.000108242,PharmacoErGFP,#005dff,25,27,"('Hydrophobic', 'Hydrophobic', 11)",0.051490515,0.1037182
PharmacoErGFP390,4.46E-05,-3.07E-05,PharmacoErGFP,#005dff,26,27,"('Hydrophobic', 'Hydrophobic', 13)",0.01897019,0.072407045
PharmacoErGFP192,1.12E-05,7.79E-06,PharmacoErGFP,#005dff,27,27,"('Acceptor', 'Hydrophobic', 4)",0.008130081,0.02739726
PharmacoErGFP273,9.59E-07,6.31E-06,PharmacoErGFP,#005dff,28,27,"('Positive', 'Hydrophobic', 1)",0.002710027,0.005870841
PharmacoErGFP94,8.69E-08,0,PharmacoErGFP,#005dff,29,27,"('Donor', 'Hydrophobic', 11)",0.002710027,0.001956947
PharmacoErGFP332,3.11E-06,0,PharmacoErGFP,#005dff,30,27,"('Negative', 'Negative', 18)",0.002710027,0
PharmacoErGFP349,1.06E-05,-4.36E-06,PharmacoErGFP,#005dff,31,27,"('Negative', 'Hydrophobic', 14)",0.013550136,0.017612524
PharmacoErGFP168,1.96E-05,4.56E-06,PharmacoErGFP,#005dff,32,27,"('Acceptor', 'Negative', 1)",0.040650407,0.023483366
PharmacoErGFP66,1.15E-05,-1.08E-06,PharmacoErGFP,#005dff,33,27,"('Donor', 'Negative', 4)",0.013550136,0.01369863
PharmacoErGFP246,3.33E-06,0,PharmacoErGFP,#005dff,34,27,"('Positive', 'Positive', 16)",0.010840108,0.007827789
PharmacoErGFP303,0,0,PharmacoErGFP,#005dff,35,27,"('Positive', 'Aromatic', 10)",0.002710027,0
PubChemFP764,0,0,PubChemFP,#8a00ff,0,28,Oc1c(Cl)cccc1,0,0
PubChemFP743,0,0,PubChemFP,#8a00ff,1,28,Oc1cc(Cl)ccc1,0,0
PubChemFP801,0,0,PubChemFP,#8a00ff,2,28,CC1CC(Cl)CCC1,0,0
PubChemFP294,-2.85E-07,-2.26E-05,PubChemFP,#8a00ff,3,28,C-Cl,0.01897019,0.019569472
PubChemFP342,1.59E-06,-3.17E-05,PubChemFP,#8a00ff,4,28,C(~C)(~Cl),0.016260163,0.019569472
PubChemFP771,0,0,PubChemFP,#8a00ff,5,28,Nc1c(Cl)cccc1,0,0
PubChemFP561,0,0,PubChemFP,#8a00ff,6,28,Cl-C-C=O,0,0
PubChemFP361,0,-2.84E-06,PubChemFP,#8a00ff,7,28,C(~Cl)(~H),0,0.001956947
PubChemFP360,0,0,PubChemFP,#8a00ff,8,28,C(~Cl)(~Cl),0,0
PubChemFP38,1.74E-06,1.82E-05,PubChemFP,#8a00ff,9,28,>= 2 Cl,0.002710027,0.005870841
PubChemFP843,0,0,PubChemFP,#8a00ff,10,28,CC1CC(Cl)CC1,0,0
PubChemFP306,0,0,PubChemFP,#8a00ff,11,28,N-Cl,0,0
PubChemFP7,1.96E-06,-1.01E-05,PubChemFP,#8a00ff,12,28,>= 2 B,0,0.007827789
PubChemFP275,3.26E-05,1.12E-06,PubChemFP,#8a00ff,13,28,B-N,0.037940379,0.076320939
PubChemFP276,2.02E-05,7.32E-08,PubChemFP,#8a00ff,14,28,B-O,0.01897019,0.031311155
PubChemFP41,0,0,PubChemFP,#8a00ff,15,28,>= 1 K,0,0
MACCSFP35,0,0,MACCSFP,#00d3ff,16,28,"('[Li,Na,K,Rb,Cs,Fr]', 0)",0,0
PubChemFP27,0,0,PubChemFP,#8a00ff,17,28,>= 2 Na,0,0
PubChemFP26,0,0,PubChemFP,#8a00ff,18,28,>= 1 Na,0,0
MACCSFP10,0,0,MACCSFP,#00d3ff,19,28,"('[Be,Mg,Ca,Sr,Ba,Ra]', 0)",0,0
PubChemFP348,1.57E-06,0,PubChemFP,#8a00ff,20,28,C(~C)(~H)(~P),0,0.003913894
PubChemFP30,2.22E-06,0,PubChemFP,#8a00ff,21,28,>= 1 P,0,0.009784736
MACCSFP29,5.00E-06,0,MACCSFP,#00d3ff,22,28,"('[#15]', 0)",0,0.009784736
PharmacoErGFP85,3.11E-05,7.95E-05,PharmacoErGFP,#005dff,23,28,"('Donor', 'Hydrophobic', 2)",0.037940379,0.029354207
PharmacoErGFP368,1.05E-05,8.87E-07,PharmacoErGFP,#005dff,24,28,"('Negative', 'Aromatic', 12)",0.010840108,0.025440313
PharmacoErGFP389,6.86E-05,8.50E-05,PharmacoErGFP,#005dff,25,28,"('Hydrophobic', 'Hydrophobic', 12)",0.021680217,0.084148728
PharmacoErGFP191,2.62E-05,1.73E-05,PharmacoErGFP,#005dff,26,28,"('Acceptor', 'Hydrophobic', 3)",0.013550136,0.031311155
PharmacoErGFP193,1.10E-05,-2.78E-06,PharmacoErGFP,#005dff,27,28,"('Acceptor', 'Hydrophobic', 5)",0.005420054,0.02739726
PharmacoErGFP274,0,0,PharmacoErGFP,#005dff,28,28,"('Positive', 'Hydrophobic', 2)",0,0
PharmacoErGFP334,0,0,PharmacoErGFP,#005dff,29,28,"('Negative', 'Negative', 20)",0,0
PharmacoErGFP330,0,0,PharmacoErGFP,#005dff,30,28,"('Negative', 'Negative', 16)",0,0
PharmacoErGFP348,1.46E-05,-2.98E-06,PharmacoErGFP,#005dff,31,28,"('Negative', 'Hydrophobic', 13)",0.024390244,0.019569472
PharmacoErGFP167,2.80E-05,2.91E-08,PharmacoErGFP,#005dff,32,28,"('Acceptor', 'Positive', 21)",0.046070461,0.029354207
PharmacoErGFP65,8.11E-06,-1.23E-07,PharmacoErGFP,#005dff,33,28,"('Donor', 'Negative', 3)",0.01897019,0.009784736
PharmacoErGFP245,2.56E-07,0,PharmacoErGFP,#005dff,34,28,"('Positive', 'Positive', 15)",0.010840108,0.007827789
PharmacoErGFP302,1.20E-07,0,PharmacoErGFP,#005dff,35,28,"('Positive', 'Aromatic', 9)",0.002710027,0.001956947
PubChemFP505,0,0,PubChemFP,#8a00ff,0,29,Cl-C:C-O,0,0
PubChemFP806,0,0,PubChemFP,#8a00ff,1,29,OC1CC(Cl)CCC1,0,0
PubChemFP722,0,0,PubChemFP,#8a00ff,2,29,Oc1ccc(Cl)cc1,0,0
PubChemFP362,-2.61E-06,0,PubChemFP,#8a00ff,3,29,C(~Cl)(:C),0.010840108,0.003913894
PubChemFP785,0,0,PubChemFP,#8a00ff,4,29,OC1CCC(Cl)CC1,0,0
PubChemFP792,0,0,PubChemFP,#8a00ff,5,29,NC1CCC(Cl)CC1,0,0
MACCSFP103,-1.38E-06,-4.10E-05,MACCSFP,#00d3ff,6,29,"('Cl', 0)",0.01897019,0.019569472
PubChemFP815,0,0,PubChemFP,#8a00ff,7,29,ClC1CC(Cl)CCC1,0,0
PubChemFP794,0,0,PubChemFP,#8a00ff,8,29,ClC1CCC(Cl)CC1,0,0
PubChemFP731,0,0,PubChemFP,#8a00ff,9,29,Clc1ccc(Cl)cc1,0,0
PubChemFP39,0,0,PubChemFP,#8a00ff,10,29,>= 4 Cl,0,0
PubChemFP36,0,0,PubChemFP,#8a00ff,11,29,>= 8 S,0,0
PubChemFP35,0,0,PubChemFP,#8a00ff,12,29,>= 4 S,0,0
PubChemFP6,4.11E-05,-1.69E-05,PubChemFP,#8a00ff,13,29,>= 1 B,0.054200542,0.105675147
MACCSFP102,8.56E-05,-2.33E-06,MACCSFP,#00d3ff,14,29,"('[!#6;!#1]~[#8]', 0)",0.08401084,0.090019569
MACCSFP130,0.000111311,-9.88E-06,MACCSFP,#00d3ff,15,29,"('[!#6;!#1]~[!#6;!#1]', 1)",0.124661247,0.170254403
PubChemFP52,0,0,PubChemFP,#8a00ff,16,29,>= 1 Ca,0,0
PubChemFP309,0,0,PubChemFP,#8a00ff,17,29,O-O,0,0
